treeId,subzoneId,segmentId,zone,latitude,longitude,species
2110159,1F,1F-01,1,40.72611959880244,-73.97828404366402,Callery pear
2110154,1F,1F-01,1,40.72634827598352,-73.97882776205134,Green ash
2110095,1F,1F-07,1,40.72393385627602,-73.97649794311745,European hornbeam
2110080,1F,1F-07,1,40.724535588084876,-73.97792977450564,London planetree
2110147,1F,1F-01,1,40.72658040416409,-73.97937969481043,Thornless honeylocust
2116843,1F,1F-04,1,40.72556000307538,-73.978510597388,Thornless honeylocust
2116832,1F,1F-04,1,40.72602119210197,-73.97960513512376,maidenhair tree
2110090,1F,1F-07,1,40.724103203028264,-73.97690090061398,Japanese zelkova
2110151,1F,1F-01,1,40.726453717040634,-73.97907846820306,Thornless honeylocust
2116839,1F,1F-04,1,40.72577291272798,-73.97901588886361,Thornless honeylocust
2116836,1F,1F-04,1,40.725854963679694,-73.97921062010255,maidenhair tree
2121012,1F,1F-11,1,40.724372630038964,-73.9754173488784,Oak
2110087,1F,1F-07,1,40.72423591894432,-73.97721669778822,American basswood
2121010,1F,1F-12,1,40.723816383342495,-73.97582329714606,American basswood
2116828,1F,1F-04,1,40.726258830460836,-73.98016913758212,Japanese pagoda tree
2110155,1F,1F-01,1,40.72632038905071,-73.97876145438272,Kentucky coffeetree
2116856,1F,1F-10,1,40.72425928646497,-73.97882173255778,pin oak
2110175,1F,1F-13,1,40.72357598134068,-73.97621543390102,Thornless honeylocust
2121022,1F,,1,40.72450608117286,-73.97460785925786,London planetree
2110083,1F,1F-07,1,40.72435615899068,-73.97750281223543,London planetree
2121604,1F,1F-07,1,40.72403720094119,-73.97700753785097,American elm
2121572,1F,1F-04,1,40.72564258761696,-73.97896864540131,Thornless honeylocust
2146796,1F,1F-05,1,40.72481733784089,-73.97674644239254,Green ash
2121589,1F,1F-09,1,40.7249466839384,-73.97811750864562,Thornless honeylocust
2121956,1F,1F-01,1,40.72660018596861,-73.97916116771178,Thornless honeylocust
2121918,1F,1F-06,1,40.725179639644985,-73.97945281667928,Callery pear
2121609,1F,1F-07,1,40.723836893591404,-73.97653102798718,Callery pear
2121565,1F,1F-04,1,40.72594428330011,-73.97968521172707,goldenrain tree
2146800,1F,1F-05,1,40.72502727329937,-73.97724358275373,Callery pear
2121952,1F,1F-01,1,40.726794319240405,-73.97962157078044,Thornless honeylocust
2121914,1F,1F-06,1,40.72496775699366,-73.97894967011541,Japanese pagoda tree
2121597,1F,1F-07,1,40.72435697336298,-73.9777682521518,American elm
2121580,1F,1F-09,1,40.72498490431032,-73.97829376889996,Japanese zelkova
2121569,1F,1F-04,1,40.72577815120411,-73.97929062552629,Green ash
2146804,1F,1F-05,1,40.72523214306926,-73.97772873870952,Japanese pagoda tree
2121964,1F,1F-01,1,40.726219233086,-73.97825772409814,Callery pear
2147314,1F,1F-12,1,40.723858408926525,-73.97600876650358,Thornless honeylocust
2121573,1F,1F-04,1,40.72557613327014,-73.97881081226453,swamp white oak
2121601,1F,1F-07,1,40.724133970226745,-73.97723774106804,northern red oak
2146797,1F,1F-05,1,40.724858100359384,-73.9768429683171,Green ash
2146799,1F,1F-05,1,40.72497532268474,-73.97712055935439,London planetree
2121588,1F,1F-09,1,40.72500125692384,-73.97807724941845,Thornless honeylocust
2121603,1F,1F-07,1,40.724072909444025,-73.97709248289684,sweetgum
2121571,1F,1F-04,1,40.72569707860116,-73.97909806783167,Japanese pagoda tree
2121598,1F,1F-07,1,40.72432617730969,-73.9776949924038,Callery pear
2121963,1F,1F-01,1,40.726250237538714,-73.97833124919337,Thornless honeylocust
2121608,1F,1F-07,1,40.72388932781082,-73.97665576008028,Callery pear
2121581,1F,1F-09,1,40.72513581296697,-73.97818279530048,Thornless honeylocust
2121957,1F,1F-01,1,40.72656971578874,-73.9790889044383,Green ash
2121593,1F,1F-07,1,40.72455103759905,-73.97822992847807,Japanese zelkova
2121566,1F,1F-04,1,40.72589643694717,-73.97957157065758,Thornless honeylocust
2121919,1F,1F-06,1,40.72521778845957,-73.97954340847174,Thornless honeylocust
2121953,1F,1F-01,1,40.726750543108025,-73.97951775181758,Thornless honeylocust
2146793,1F,1F-05,1,40.72465548951372,-73.97636318058042,Japanese zelkova
2121926,1F,1F-06,1,40.725539726231155,-73.98030792171649,Thornless honeylocust
2146803,1F,1F-05,1,40.72520630076281,-73.97766754224709,goldenrain tree
2121594,1F,1F-07,1,40.72446993454279,-73.97803698403487,hedge maple
2121607,1F,1F-07,1,40.723915874972256,-73.97671891640701,Callery pear
2121575,1F,1F-04,1,40.725516325087355,-73.97866876233446,pin oak
2146798,1F,1F-05,1,40.72494175391795,-73.97704106619973,Japanese zelkova
2121958,1F,1F-01,1,40.72653551851736,-73.9790078053334,Thornless honeylocust
2121570,1F,1F-04,1,40.725739608034814,-73.9791990824223,Thornless honeylocust
2146794,1F,1F-05,1,40.7246975836346,-73.97646285937448,Japanese zelkova
2121587,1F,1F-09,1,40.72506205447184,-73.97803240014427,Thornless honeylocust
2121962,1F,1F-01,1,40.72627591760731,-73.97839215303287,Thornless honeylocust
2121921,1F,1F-06,1,40.72537304194516,-73.97991209257773,Thornless honeylocust
2121602,1F,1F-07,1,40.724102112599056,-73.97716195373805,northern red oak
2147316,1F,1F-12,1,40.72401282211818,-73.9758964256597,Japanese zelkova
2121582,1F,1F-08,1,40.72570128229125,-73.97756764807589,Thornless honeylocust
2121567,1F,1F-04,1,40.72585789514536,-73.97948002647664,Green ash
2121599,1F,1F-07,1,40.72427600225615,-73.977575626722,Japanese zelkova
2121966,1F,1F-01,1,40.72615190424475,-73.97809805358578,Callery pear
2121925,1F,1F-06,1,40.72547871514477,-73.98016303722848,Thornless honeylocust
2121595,1F,1F-07,1,40.72442533481728,-73.97793088057294,American elm
2146802,1F,1F-05,1,40.7251732667043,-73.97758931034514,Japanese pagoda tree
2121954,1F,1F-01,1,40.72671661272226,-73.97943728282078,goldenrain tree
2121610,1F,1F-07,1,40.723779548299845,-73.97639461251269,Japanese pagoda tree
2121912,1F,1F-06,1,40.72488361520705,-73.97874986372825,sawtooth oak
2147317,1F,1F-12,1,40.72420301678489,-73.97575805406872,Thornless honeylocust
2121586,1F,1F-09,1,40.72512835503573,-73.97798349018204,Thornless honeylocust
2121959,1F,1F-01,1,40.72647537538999,-73.97886517377134,Thornless honeylocust
2121574,1F,1F-04,1,40.72554689280826,-73.97874136473195,swamp white oak
2121591,1F,1F-09,1,40.724776502463826,-73.9782430510801,Japanese zelkova
2121605,1F,1F-07,1,40.723990211756664,-73.97689575213313,pin oak
2121606,1F,1F-07,1,40.72395662731038,-73.97681586041337,Kentucky coffeetree
2146801,1F,1F-05,1,40.72514236305285,-73.97751612798805,'Green leaf' Japanese flowering cherry
2146795,1F,1F-05,1,40.724771515022375,-73.97663792996465,Japanese pagoda tree
2121920,1F,1F-06,1,40.72523892341906,-73.97959359800629,Thornless honeylocust
2121596,1F,1F-07,1,40.7243873706259,-73.9778405665632,American elm
2121583,1F,1F-08,1,40.72562452292625,-73.97762376603679,Thornless honeylocust
2121585,1F,1F-08,1,40.72538465423195,-73.97779913204472,maidenhair tree
2121924,1F,1F-06,1,40.72544681427999,-73.98008728005607,Thornless honeylocust
2121564,1F,1F-04,1,40.72597485095017,-73.97975781505686,Thornless honeylocust
2121611,1F,1F-07,1,40.723715433124575,-73.97624209340047,Callery pear
2121590,1F,1F-09,1,40.724836819812396,-73.97819855402565,Japanese zelkova
2121600,1F,1F-07,1,40.72416715505941,-73.97731668631191,northern red oak
2121579,1F,1F-09,1,40.724884298287186,-73.9783677495172,Japanese zelkova
2121955,1F,1F-01,1,40.726636511227994,-73.97924731435566,Thornless honeylocust
2121913,1F,1F-06,1,40.724923360662615,-73.97884424315167,sawtooth oak
2121965,1F,1F-01,1,40.72618596829185,-73.97817883536062,Callery pear
2121568,1F,1F-04,1,40.725803402876096,-73.97935060267054,Japanese zelkova
2144745,1F,1F-02,1,40.725068272499314,-73.97543464802179,Thornless honeylocust
2144747,1F,1F-02,1,40.7252887272397,-73.97595671236643,Thornless honeylocust
2144743,1F,1F-14,1,40.724306737958244,-73.97355098559093,maidenhair tree
2144726,1F,1F-03,1,40.72470920229552,-73.97459452023267,Japanese pagoda tree
2144739,1F,,1,40.72446475060363,-73.97392368507151,London planetree
2144746,1F,1F-02,1,40.725255292687194,-73.97587753355623,Thornless honeylocust
2144727,1F,,1,40.72470446872662,-73.97447555970216,London planetree
3206534,1F,1F-01,1,40.72605057012454,-73.97785301460128,Callery pear
4599299,1F,1F-15,1,40.724027886849484,-73.97367689182322,maidenhair tree
4599448,1F,1F-15,1,40.72387363754104,-73.97378122406992,maidenhair tree
4604009,1F,1F-01,1,40.72684698706256,-73.97972491138196,London planetree
4599472,1F,,1,40.72438280004384,-73.97372452304403,maidenhair tree
4599278,1F,1F-15,1,40.723915920330064,-73.97374519310672,maidenhair tree
4599343,1F,1F-15,1,40.723968925499136,-73.9737121470384,maidenhair tree
4600569,1F,1F-05,1,40.72490185883987,-73.97721074198768,Kentucky coffeetree
4603955,1F,,1,40.724297870786145,-73.97436043073643,London planetree
4986565,1F,1F-09,1,40.72508263955856,-73.97822495042006,Japanese zelkova
5244535,1F,1F-01,1,40.72625577790743,-73.97860318781387,Kentucky coffeetree
5780221,1F,1F-14,1,40.724336556697324,-73.97363241538753,'Princeton Sentry' Ginkgo
6083043,1F,1F-04,1,40.725664130693154,-73.97875771895745,Japanese pagoda tree
10162576,1F,1F-07,1,40.7244352572109,-73.97769102868261,'Streetkeeper' Thornless honeylocust
10162574,1F,1F-04,1,40.72605978539583,-73.9799585262118,Hardy Rubber Tree
10162189,1F,1F-04,1,40.72611162749312,-73.98007673585366,Hardy Rubber Tree
10162577,1F,1F-02,1,40.72564793318983,-73.97718263432974,'Millstone' Japanese pagodatree
11537810,1F,1F-05,1,40.72448631464548,-73.9759625698616,'Millstone' Japanese pagodatree
11537802,1F,1F-04,1,40.726215877998825,-73.9800671941888,'Millstone' Japanese pagodatree
11139411,1F,1F-06,1,40.72503674485286,-73.97911349236999,'Canada Red' Chokecherry
11537811,1F,1F-05,1,40.7245907514256,-73.97620987577494,'Millstone' Japanese pagodatree
11142865,1F,1F-04,1,40.725483097735,-73.97858984640158,'Ruby Vase' Persian ironwood
11139408,1F,1F-06,1,40.724806385484456,-73.97856647183758,American hornbeam
11139413,1F,1F-06,1,40.72511344167793,-73.97929562220827,chokecherry
11139780,1F,1F-06,1,40.72479114698098,-73.97879525896447,'Redmond' American linden
11537350,1F,1F-05,1,40.724440224483715,-73.97585342799927,'Millstone' Japanese pagodatree
11139414,1F,1F-06,1,40.72507263425952,-73.97919871861492,chokecherry
11537351,1F,1F-05,1,40.72440439134318,-73.9757538980209,'Millstone' Japanese pagodatree
11783528,1F,1F-06,1,40.72503691770001,-73.97937766421384,Japanese pagoda tree
11789072,1F,1F-05,1,40.724552113669084,-73.97609871805707,mulberry
11784633,1F,1F-04,1,40.725834616873286,-73.97916233236832,mulberry
12767045,1F,1F-15,1,40.724120193935164,-73.9736707507371,maidenhair tree
12767049,1F,1F-15,1,40.7241593989743,-73.97376672795936,maidenhair tree
12767043,1F,1F-03,1,40.724487024591,-73.97433723135914,Cherry
12158964,1F,1F-06,1,40.725553951111905,-73.98059185938914,'Skyline' Thornless honeylocust
11790392,1F,1F-01,1,40.72639178902623,-73.97867321369083,Japanese pagoda tree
12400956,1F,1F-02,1,40.725290644244275,-73.97631937357872,'Espresso' Kentucky coffee tree
12767044,1F,1F-03,1,40.72453315836771,-73.97436857722643,Cherry
12400955,1F,1F-01,1,40.72610160612456,-73.97797877381615,'Espresso' Kentucky coffee tree
12767051,1F,,1,40.724444453481894,-73.97470453503126,London planetree
13868738,1F,1F-04,1,40.725913874741764,-73.97935043690359,'Princeton' American elm
13869137,1F,1F-06,1,40.72540055750839,-73.97997743179646,'New Horizon' Elm
13869942,1F,1F-02,1,40.7254699188329,-73.97638716640206,'Green Vase' Zelkova
13869138,1F,1F-07,1,40.72391094883201,-73.9764300564208,'Patriot' Elm
13868739,1F,1F-06,1,40.72542302117375,-73.98003077805744,'New Horizon' Elm
13862668,1F,1F-01,1,40.72642574396129,-73.97874746957648,'New Horizon' Elm
13862675,1F,1F-01,1,40.726089585700564,-73.97821268463238,'Heritage' Oak
13868741,1F,1F-07,1,40.72389289842106,-73.97639280682345,'Patriot' Elm
13765983,1F,1F-07,1,40.72387936268732,-73.9763478598748,pin oak
13868740,1F,1F-06,1,40.72482549714276,-73.97887665794198,'Patriot' Elm
14177845,1F,1F-08,1,40.725471006970785,-73.97773600081813,'Espresso' Kentucky coffee tree
14529199,1F,1F-11,1,40.7244362213009,-73.97537093921189,northern red oak
15208688,1F,1F-12,1,40.72395422759766,-73.97593905586446,'New Horizon' Elm
15325112,1F,1F-03,1,40.724713678768104,-73.97462408962303,'Regent' Japanese pagodatree
15325092,1F,1F-03,1,40.72472689438316,-73.97506726028814,'Bloodgood' London planetree
15325109,1F,1F-03,1,40.72475360866606,-73.97472272497393,'Regent' Japanese pagodatree
15208687,1F,1F-12,1,40.72414054862816,-73.97581085754759,northern red oak
15325098,1F,1F-03,1,40.72463786763999,-73.97485706492978,'Bloodgood' London planetree
15325101,1F,,1,40.724310983251755,-73.97439878828905,'Bloodgood' London planetree
15325108,1F,1F-03,1,40.724854324425124,-73.97495443888631,'Sterling' Silver linden
15325113,1F,1F-14,1,40.724311400013896,-73.97360318363114,'Princeton Sentry' Ginkgo
15326006,1F,,1,40.724558979529455,-73.9747092613483,'Bloodgood' London planetree
15325110,1F,1F-03,1,40.72478757750251,-73.97480178966343,'Regent' Japanese pagodatree
15325100,1F,,1,40.72432111995278,-73.97444497735864,'Bloodgood' London planetree
15325099,1F,,1,40.724288334130435,-73.97433068160575,'Bloodgood' London planetree
15208691,1F,1F-02,1,40.72502218184041,-73.97532550406831,'Skyline' Thornless honeylocust
15325097,1F,,1,40.72456062522637,-73.97468837993797,'Bloodgood' London planetree
15325111,1F,,1,40.724282961394586,-73.97427744431945,'Princeton Sentry' Ginkgo
15325091,1F,,1,40.7246766070802,-73.97495961670808,'Bloodgood' London planetree
16293533,1F,,1,40.725528100684215,-73.97650669060295,bur oak
463910,1G,1G-02,1,40.72870146802897,-73.98969470769839,Thornless honeylocust
465909,1G,1G-02,1,40.72873006531213,-73.98976282319774,Thornless honeylocust
102423,1G,1G-03,1,40.727686715521195,-73.9875621938607,American basswood
249561,1G,1G-03,1,40.72729506151122,-73.98662718867088,Thornless honeylocust
939094,1G,1G-14,1,40.72679797377211,-73.9860414785861,pin oak
671004,1G,1G-05,1,40.72722109881528,-73.9882570002914,London planetree
1101700,1G,1G-03,1,40.727588132374606,-73.98706328081053,dawn redwood
2125517,1G,1G-07,1,40.726242218071064,-73.98791546669568,Japanese pagoda tree
2124683,1G,,1,40.728501141258604,-73.98987956947072,pin oak
2117259,1G,1G-02,1,40.72863854402752,-73.98954358424142,Callery pear
2125507,1G,1G-09,1,40.72755728694253,-73.99120012162565,Chinese elm
2125502,1G,1G-06,1,40.727505779688606,-73.99083130519605,Callery pear
2118646,1G,1G-05,1,40.726463627608084,-73.9864636304808,London planetree
2125493,1G,1G-06,1,40.72684168905439,-73.98926086364376,Japanese pagoda tree
2118650,1G,1G-05,1,40.72673867660175,-73.98711464480687,pin oak
2125508,1G,1G-09,1,40.72746745600565,-73.99124991176473,Chinese elm
2117265,1G,1G-02,1,40.72836959600564,-73.98890543135354,Japanese zelkova
2118852,1G,1G-07,1,40.7259665044787,-73.98689686374446,Japanese zelkova
2125497,1G,1G-06,1,40.72709239227406,-73.98985371620306,Japanese pagoda tree
2125512,1G,1G-07,1,40.726580254093506,-73.98864365734377,Japanese pagoda tree
2125524,1G,1G-07,1,40.725841662263235,-73.98689858247752,common hackberry
2116850,1G,1G-16,1,40.725469515400356,-73.98700346461517,northern red oak
2118856,1G,1G-07,1,40.72655075232908,-73.98828207824165,Japanese pagoda tree
2117263,1G,1G-02,1,40.72845099932879,-73.98909858216446,Callery pear
2117261,1G,1G-02,1,40.728570442710186,-73.9893819934374,American basswood
2118652,1G,1G-05,1,40.726970011482,-73.98766220739799,pin oak
2125521,1G,1G-07,1,40.72602514573927,-73.98733209021904,Japanese pagoda tree
2124684,1G,,1,40.72843957120099,-73.9899248200238,pin oak
2125518,1G,1G-07,1,40.72617726884066,-73.98769150724654,Japanese pagoda tree
2118647,1G,1G-05,1,40.726530257855266,-73.98662133726548,swamp white oak
2118853,1G,1G-07,1,40.72599951048183,-73.98697511622792,Japanese zelkova
2125515,1G,1G-07,1,40.72633629313574,-73.98813773997644,Japanese pagoda tree
2116854,1G,1G-14,1,40.72660414725502,-73.98618055455724,northern red oak
2117260,1G,1G-02,1,40.72861140968155,-73.98947920072412,American basswood
2125523,1G,1G-07,1,40.725888033050666,-73.9870081416031,common hackberry
2117264,1G,1G-02,1,40.728413490067624,-73.98900958069665,Japanese zelkova
2125496,1G,1G-06,1,40.727037717838975,-73.98972442436086,Japanese pagoda tree
2118857,1G,1G-07,1,40.72668676337297,-73.98860456267018,Japanese pagoda tree
2125511,1G,,1,40.72721354044031,-73.99134245981247,Chinese elm
2116851,1G,1G-15,1,40.726009850706326,-73.9866105339779,American basswood
2118851,1G,1G-07,1,40.72593083642891,-73.9868122996215,Japanese zelkova
2125520,1G,1G-07,1,40.72608552769985,-73.9874747524637,Japanese pagoda tree
2117262,1G,1G-02,1,40.72852122927352,-73.98926522173673,Callery pear
2125519,1G,1G-07,1,40.72613223082422,-73.98758510004649,Japanese pagoda tree
2118651,1G,1G-05,1,40.72681969681435,-73.98730641702174,Japanese pagoda tree
2125514,1G,1G-07,1,40.72637932705665,-73.9882394181487,Japanese pagoda tree
2116852,1G,1G-15,1,40.726073799291825,-73.98656422773612,American basswood
2116810,1G,1G-14,1,40.72678420753734,-73.98573706703021,maidenhair tree
2125499,1G,1G-06,1,40.72726708307915,-73.9902668251362,maidenhair tree
2125510,1G,,1,40.72730875914455,-73.99130775569253,Chinese elm
2125495,1G,1G-06,1,40.7269950455519,-73.98962351310546,Japanese pagoda tree
2124682,1G,,1,40.72855049392374,-73.98984330010063,pin oak
2125516,1G,1G-07,1,40.72628558678805,-73.98801793299164,Japanese pagoda tree
2116853,1G,1G-15,1,40.72629689932465,-73.98640267622389,Callery pear
2125498,1G,1G-06,1,40.72717907126508,-73.99005869391115,Japanese pagoda tree
2125509,1G,1G-09,1,40.72737488365069,-73.99128365358823,Chinese elm
2125513,1G,1G-07,1,40.72646883301991,-73.98838039547162,Japanese pagoda tree
2137810,1G,1G-12,1,40.72633939501059,-73.98943864683388,maidenhair tree
2140506,1G,1G-04,1,40.72760326707106,-73.98888894133877,Thornless honeylocust
2130988,1G,1G-03,1,40.72742063801729,-73.98693007675898,goldenrain tree
2140477,1G,1G-02,1,40.72847016497612,-73.98943400359848,Japanese zelkova
2140470,1G,1G-10,1,40.72759244044344,-73.9882636441301,English oak
2140501,1G,1G-04,1,40.72782697799747,-73.98941855302454,Thornless honeylocust
2131001,1G,1G-11,1,40.72702967414944,-73.98893034083471,maidenhair tree
2131033,1G,1G-04,1,40.72763806920178,-73.9892601046664,Callery pear
2140474,1G,1G-02,1,40.72823417007503,-73.98887332333462,common hackberry
2140498,1G,1G-04,1,40.727953954778656,-73.98971916127365,Thornless honeylocust
2140469,1G,1G-10,1,40.727516352631795,-73.98831685436815,Thornless honeylocust
2131005,1G,1G-06,1,40.72729237177048,-73.99004997212865,Japanese pagoda tree
2130981,1G,1G-03,1,40.727815623103915,-73.98786868757954,maidenhair tree
2130980,1G,1G-03,1,40.7278558568958,-73.9876931289691,maidenhair tree
2131030,1G,1G-04,1,40.7278423381316,-73.98974489346821,Thornless honeylocust
2131012,1G,1G-08,1,40.727852868391196,-73.99098306609115,Japanese pagoda tree
2140507,1G,1G-04,1,40.727567824139946,-73.98880503624302,Thornless honeylocust
2130987,1G,1G-03,1,40.72746873220295,-73.98704436381509,maidenhair tree
2131008,1G,1G-06,1,40.72747413298526,-73.99048309083169,Japanese pagoda tree
2131013,1G,1G-08,1,40.72809020285362,-73.9908091259572,Japanese pagoda tree
2140471,1G,1G-10,1,40.72771117468189,-73.98818060800792,English oak
2140502,1G,1G-04,1,40.72778673908312,-73.98932329209215,Thornless honeylocust
2131004,1G,1G-06,1,40.7272268797268,-73.98989390981473,Japanese pagoda tree
2130976,1G,1G-03,1,40.72764850000513,-73.98720275462948,maidenhair tree
2130982,1G,1G-03,1,40.727754508865694,-73.98772345901007,maidenhair tree
2130977,1G,1G-03,1,40.72769237212296,-73.98730650560563,maidenhair tree
2137526,1G,1G-12,1,40.72662732931803,-73.9889709025092,common hackberry
2130999,1G,1G-05,1,40.72723097368697,-73.98801869655975,Japanese pagoda tree
